contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR598952,pnps_ERR599007,pnps_ERR598997,pnps_ERR599132,pnps_ERR599346,pnps_ERR594404,pnps_ERR599064,pnps_ERR599128,pnps_ERR598994,pnps_ERR594395,pnps_ERR599055,pnps_ERR599067,pnps_ERR599065,pnps_ERR599168,pnps_ERR594325,pnps_ERR598978,pnps_ERR599144,pnps_ERR599118,pnps_ERR599353,pnps_ERR598965,pnps_ERR599108,pnps_ERR598943,pnps_ERR598971,pnps_ERR599349,pnps_ERR594313,pnps_ERR598962
c_MHASMcontig_862596,CPC,2655550,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_MHASMcontig_862596,CPC,2655551,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,0.016784060969462028,,,
c_MHASMcontig_862596,CPC,2655552,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,0.020356093428541756,,,
c_MHASMcontig_865904,CPC,2665307,integron,,,,,,,,,0.5441961665625721,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_867058,CPC,2668971,integron,,,,,,0.3261714449790098,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_867058,CPC,2668973,integron,,,,,,7.74044565505242,,,,,,,,,,,,,,,,,,,12.242446786608395,,,
c_MHASMcontig_871123,CPC,2681551,integron,,,,,,0.28313895156458097,,,,,,,,,,,,,,,,,,,0.35584733422143217,,,
c_MHASMcontig_871123,CPC,2681552,non-integron,L,"Replication, recombination and repair",,,,,,,0.02670233295612096,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_969268,CPC,2866376,non-integron,E!!!F,Amino acid transport and metabolism!!!Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,0.0351715295563942,,,,,,,,
c_MHASMcontig_969268,CPC,2866377,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,0.2546876660462672,,,,,,,,
c_MHASMcontig_969268,CPC,2866378,non-integron,,,,,,,,,,,,,,,,,,,,0.11423757660046405,,,,,,,,
c_MHASMcontig_969268,CPC,2866379,integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,0.09085849671652207,,,,,,,,
c_MHASMcontig_1002438,CPC,2929217,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.8806372117584963,,,
c_MHASMcontig_1002438,CPC,2929220,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.2990071204070737,,,
c_MHASMcontig_1003534,CPC,2932657,integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_MHASMcontig_1003534,CPC,2932659,integron,F,Nucleotide transport and metabolism,,,,,0.05742094112975495,,,,,,,,,,,,,,0.06905629929076934,,,,,0.05557161971582136,,
c_MHASMcontig_1010873,CPC,2956479,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,4.0121900746900865,,,
c_MHASMcontig_1013778,CPC,2966306,non-integron,I,Lipid transport and metabolism,,,,0.020842567300579942,,,,0.003711391236441553,,,,0.0032920004443751003,,,,,,,,,,,0.01399123712146169,,,
c_MHASMcontig_1013778,CPC,2966307,non-integron,L,"Replication, recombination and repair",,,,0.06155117024534385,,,,0.11021621247808998,,,,0.08500520595340477,,,,,,,,,,,0.08475468257445813,,,
c_MHASMcontig_1013778,CPC,2966309,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,0.3184840772135589,,,
c_MHASMcontig_1013778,CPC,2966322,integron,,,,,,,,,,,,,,,,,,,,,,,,,1.6482277360390063,,,
c_MHASMcontig_1016012,CPC,2973584,non-integron,I,Lipid transport and metabolism,,,,0.016072778492754618,,,,,,,,0.0,,,,,,,,,,,0.035326236277993084,,,
c_MHASMcontig_1023437,CPC,2998224,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,0.05739286359576616,,,
c_MHASMcontig_1024090,CPC,3000142,integron,,,,,,1.3787025703794409,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1024090,CPC,3000143,non-integron,X,"Mobilome: prophages, transposons",,0.5918450036350005,,0.4164360089280384,,,0.3744975391825876,0.3742621055318546,,,0.5632671422105154,1.0559397327704474,3.0496725173791663,,,,,,,,,,0.5050875842497593,,,
c_MHASMcontig_1032446,CPC,3030470,non-integron,,,,,,,0.04924364165222828,,,,,,,,,,,,,,0.18826027804594825,,,,,,,
c_MHASMcontig_1032446,CPC,3030472,non-integron,,,,,,,,0.027970011230861427,,,,0.031153238762985036,,,,,,,,,0.04754405082082984,,,,,0.11454251149897725,,
c_MHASMcontig_1032446,CPC,3030483,non-integron,,,,,,,0.017817877944436206,,,,,,,,,,,,,,0.04753461546521783,,,,,,,
c_MHASMcontig_1032446,CPC,3030484,non-integron,,,,,,,,,,,,,,,,,,,,,0.1518655734349976,,,,,,,
c_MHASMcontig_1032446,CPC,3030490,integron,,,,,,,,,,,,,,,,,,,,,0.4336322479784575,,,,,,,
