,contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_SRR3968777,pnps_SRR3963982,pnps_SRR3963456,pnps_SRR3962680,pnps_SRR3965585,pnps_SRR3960578,pnps_SRR3965592,pnps_SRR3964650,pnps_SRR3960580,pnps_SRR3960579,pnps_SRR3960581,pnps_SRR3961935,pnps_SRR3960577,pnps_SRR3967025,pnps_SRR3967700,pnps_SRR3965676,pnps_SRR3965874,pnps_SRR3967699,pnps_SRR3961604,pnps_SRR3960575,pnps_SRR3963449,pnps_SRR3962773,pnps_SRR3963804,pnps_SRR3963658,pnps_SRR3963498,pnps_SRR3968062,pnps_SRR3961047,pnps_SRR3965758,pnps_SRR3965873,pnps_SRR3967905,pnps_SRR3968061,pnps_SRR3965875,pnps_SRR3961906,pnps_SRR3962771,pnps_SRR3963599,pnps_SRR3960576,pnps_SRR3966130,pnps_SRR3967558,pnps_SRR3962772,pnps_SRR3963805,pnps_SRR3963571,pnps_SRR3968063,pnps_SRR3960572,pnps_SRR3963458,pnps_SRR3968060,pnps_SRR3962777,pnps_SRR3962293,pnps_SRR3967319,pnps_SRR3963457,pnps_SRR3967690,pnps_SRR3962508,pnps_SRR3965809,pnps_SRR3960684,pnps_SRR3961936,pnps_SRR3965647,pnps_SRR3963622,pnps_SRR3965586,pnps_SRR3968770
3825,k127_11402459,deep,1317755,non-integron,R,General function prediction only,,,,,0.1910925794811365,0.12505604670960738,,,,,,,0.019612868907241638,,,,,,,,,,,,,,,,,,,,,,,0.09552444473406707,,,,,,,,,,,,,,,,,,,,,,
3826,k127_11402459,deep,1317756,non-integron,K,Transcription,,,,,0.02034985486032061,0.047814343498178806,,,,,,,0.021098878883946688,,,,,,,,,,,,,,,,,,,,,,,0.038359191252036684,,,,,,,,,,,,,,,,,,,,,0.045799854149834084,
3847,k127_3594488,deep,1324254,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.235821724787983,,,,,,,,,
3900,k127_5264009,deep,1341973,non-integron,X,"Mobilome: prophages, transposons",,2.2855979431261466,,,,0.4359777085131667,0.5926404923190839,0.5975865443235279,,,,1.6566999481008615,,,,0.5722794552425677,2.687472105370686,,,,,,,,,,,1.1504069089951865,0.6352399161352975,,,1.0438616375108478,,0.9381764866421636,,0.44800406998928016,,,,,,,,1.4927903676923369,,,0.6424056677391117,,5.645180987152305,,,,,1.2656560003716772,0.9261470458907132,1.5037355986087215,,
3901,k127_5264009,deep,1341974,non-integron,,,,,,,,,2.7003058159191733,,,,,,,,,3.639586763518976,4.953470770484258,,,,,,,,,,,6.0213449972662785,,,,4.7251139055950535,,,,,,,,,,,,0.6162441442058945,,,,,,,,,,,,,,
3903,k127_5264009,deep,1341976,integron,,,,0.7999898874890785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,k127_1375536,deep,1379429,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4566830684843123,,,,,,,,,,,,,,,,,,,,,,,,
3995,k127_4172408,deep,1397961,integron,V,Defense mechanisms,,,,,,0.15910580353892131,,,,,,,,,,,,,,,,,,,,0.11120401337792672,,,,,,,,,,0.08221070485648944,,,,,,0.12452481546201945,,,0.06911369766278189,,,,,,,,,,,,,
3996,k127_4172408,deep,1397962,integron,V,Defense mechanisms,,,,,,0.2728250262901111,,,,,,,,0.058990093143028326,,,,0.11528817296734548,,,,,,,,0.1018604575575626,,,,,,,,,,0.1444218453061792,0.007990259493189279,0.0490267379679146,,,,0.1417860482647806,,,0.11295555777614197,,,,,,,,,,,,,
3997,k127_4172408,deep,1397963,integron,K,Transcription,,0.9911063331154708,,,,0.6253355883590818,,0.6183888453154871,,,,,0.5694500462544659,,,,,,,,,,,,,,,,,,,,,,,0.6031919786169103,,,,,,0.8472398934171699,,,,,,,,,,,,,,,,
3998,k127_4172408,deep,1397964,non-integron,C,Energy production and conversion,,,,,,0.6904094037040666,,,,,,,3.465195515307012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9218306169945024,,,,,,,,,,,,,,,,
4015,k127_9740101,deep,1402851,non-integron,,,0.4146264715004557,,,,,,,,,,,,0.7279203483032047,,,,,,,0.5785020485480877,,,,,,,,,,,0.3756149538642905,,,,,0.4135153267506006,,,,,,,,,,,,0.3732271180529867,,0.5034252356021353,,,,,,,,
4016,k127_9740101,deep,1402852,non-integron,,,0.6795671139687831,,,,,,0.14715969518780114,,,,,,0.6386827541114801,,,,,,,0.3336020043439993,,,,,,,,,,,,,,,,0.3104125740554447,,,,,,,,,,,,0.3570211918546772,0.1538141758470171,,,,,,,,,
4017,k127_9740101,deep,1402853,non-integron,E,Amino acid transport and metabolism,0.30820061365651275,,,,,,0.2206511537737252,,,,,0.4229417144082007,0.6157874617007053,,,,0.4993930785770574,,,0.4478696028800028,0.2086826363368504,,,,,,,,,,,,,,,0.37239300312859264,,,,,,0.3054860279168932,,,,,,0.305578361166587,0.21776947291352336,0.4725536000561292,,,,,,0.2200026787196488,,
4028,k127_8619168,deep,1406676,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14666398158234895,,,,,,,,,,,0.18386274488972332,,,,,
4029,k127_8619168,deep,1406677,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09415325143881714,,,,,
4033,k127_8619168,deep,1406681,non-integron,X!!!X,"Mobilome: prophages, transposons!!!Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03654560193467535,,,,,,,,,,,,,,,,
4037,k127_8619168,deep,1406685,integron,X,"Mobilome: prophages, transposons",,,,,0.21842420811753105,0.5630659044235288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2562794189599116,,,,,,,,,,,,,,,,,,,,,,
4055,k127_3061607,deep,1432928,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,0.4177278684810925,0.5292267637976412,,,,,,,0.6851639940259272,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5515168830679297,,,,,,,,,,
4056,k127_3061607,deep,1432929,integron,,,0.6061583261432273,,,,,,,,,,,,0.6436001046299713,,,,,,,0.6478611406805045,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3613790893336597,,,,,,,,,,
4057,k127_3061607,deep,1432930,integron,,,,,,,,,,,,,,,1.30380396697475,,,,,,,0.8840220560506551,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2381853935153427,,,,,,,,,,
4058,k127_3061607,deep,1432931,integron,,,,,,,,,,,,,,,,,,,,,,0.4061649727446434,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92106796906801,,,,,,,,,,
4059,k127_3061607,deep,1432932,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,0.8092120612011379,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1470769383614746,,,,,,,,,,
4060,k127_3061607,deep,1432933,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,0.3645433691006597,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142303032385453,,,,,,,,,,
4061,k127_3061607,deep,1432934,non-integron,E,Amino acid transport and metabolism,0.04862998424255169,,,,,,,,,,,0.21868819836661324,0.2237747414212656,,,,,,,0.5988137972621768,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2844470764956122,,,,,,,,,,
4069,k127_13095650,deep,1441498,non-integron,,,,,,,,,,,,,,,,,,,,,1.0262503277920352,,,,,,,,,,,,,,,0.8082099101139362,,,,,,,,,,,,,,,,,0.8590785873643324,,0.567218653579416,,,,,
4072,k127_13095650,deep,1441501,non-integron,,,,,,,,,,,,,,,,,,,,,0.1759879293994455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3601770822645732,,,,,
4073,k127_13095650,deep,1441502,non-integron,,,,,,,,,,,1.0590314672897023,,,,,,,,,,0.9048012728759279,,,,,,,,,,,,,,,1.0426000037756584,,,,,,,,,,,,,,,,,0.9237964312607924,,0.4929707688183364,,,,,
4076,k127_13095650,deep,1441505,integron,,,,,,,,,,,,,,,,,,,,,0.8012723358890019,,,,,,,,,,,,,,,2.7086780068744143,,,,,,,,,,,,,,,,,0.5233205582298446,,0.8429033593232548,,,,,
4077,k127_13095650,deep,1441506,integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,0.5375986199133184,,,,,,,,,,,,,,,0.8725053365154916,,,,,,,,,,,,,,,,,1.1672097755633304,,0.4972454280927709,,,,,
4079,k127_13095650,deep,1441508,integron,,,,,,,,,,,,,,,,,,,,,0.7103838293839373,,,,,,,,,,,,,,,0.4979362101083895,,,,,,,,,,,,,,,,,0.5868436481711902,,0.3659440084830318,,,,,
4116,k127_3630348,deep,1460860,non-integron,V,Defense mechanisms,,,,,0.00992417595812241,0.14519824450752322,,,2.7993895564866884,,,,,,,,,,,,,,,,,0.06635435011633986,,,,,,,,,,0.09203034834766953,,,,,,0.05137294659134552,,,,,,,,,,,0.055298978875165536,,,,0.03958978050388344,0.03843782117163425
4117,k127_3630348,deep,1460861,non-integron,V,Defense mechanisms,,,,,0.056366733000392064,0.046245206624780766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013215476382801544,,,,,,0.05075876673436997,,,,,,,,,,,,,,,,0.009140901183996438
4198,k127_1404690,deep,1494869,non-integron,,,,,,,,,,,,,,,,,,,,,,0.26868767355415946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,k127_1404690,deep,1494872,non-integron,,,,,,,,,,,,,,,,,,,,,,0.21443001824284533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,k127_1404690,deep,1494877,non-integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,,,,,,,,,,0.9495295124037572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,k127_1404690,deep,1494880,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,0.5138552404491941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,k127_1404690,deep,1494884,non-integron,V,Defense mechanisms,,,,,,0.07853993270528824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,k127_1404690,deep,1494887,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,1.063103552017553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,k127_1404690,deep,1494890,non-integron,,,,,,,,,,,,,,,,,,,,,,0.4830952851301597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,k127_1404690,deep,1494891,non-integron,K!!!L,"Transcription!!!Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,0.14189812819827688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,k127_1404690,deep,1494893,non-integron,,,,,,,,0.7308978451055972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,k127_1404690,deep,1494902,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,0.3077941588878667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,k127_1404690,deep,1494903,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,0.25935168297131483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,k127_1404690,deep,1494908,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,,,,0.11262759864458073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,k127_1404690,deep,1494910,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,1.1379588543767771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,k127_1404690,deep,1494911,non-integron,D!!!U!!!W,"Cell cycle control, cell division, chromosome partitioning!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,,,,,,,,,,3.9553859377685554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,k127_1404690,deep,1494912,non-integron,E!!!E!!!E,Amino acid transport and metabolism!!!Amino acid transport and metabolism!!!Amino acid transport and metabolism,,,,,,,,,,,,,0.1149075008287073,,,,,,,0.5976288025993005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,k127_1404690,deep,1494913,non-integron,E!!!R,Amino acid transport and metabolism!!!General function prediction only,,,,,,0.02180829702853545,,,,,,,,,,,,,,0.8624297095284683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,k127_1404690,deep,1494916,non-integron,C!!!P,Energy production and conversion!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,0.9929186593775614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,k127_1404690,deep,1494918,non-integron,C!!!P,Energy production and conversion!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,3.699660784315986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,k127_1404690,deep,1494920,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,0.9464304601368808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,k127_1404690,deep,1494921,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,0.7648542425284229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,k127_1404690,deep,1494927,non-integron,N,Cell motility,,,,,,,,,,,,,,,,,,,,1.5985633825274326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,k127_1404690,deep,1494930,non-integron,H!!!I,Coenzyme transport and metabolism!!!Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,2.9356879911708886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,k127_1404690,deep,1494936,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,1.3363636363636504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,k127_1404690,deep,1494946,integron,,,,,,,,,,,,,,,,,,,,,,2.1063162101275625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,k127_1404690,deep,1494956,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,1.538287243451406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,k127_1404690,deep,1494959,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,0.4308523584503162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,k127_1404690,deep,1494964,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,0.5001622302524423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,k127_1404690,deep,1494965,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,0.3658026755852837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,k127_1404690,deep,1494966,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,1.908633175156687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,k127_1404690,deep,1494984,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,2.5402901116772947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,k127_1404690,deep,1494987,non-integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,,,,,,0.4938027716247558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,k127_1404690,deep,1494990,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,1.194493597597135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,k127_1404690,deep,1494991,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,5.66405055723992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,k127_1404690,deep,1494993,non-integron,,,,,,,,,,,,,,,,,,,,,,2.410835331671389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,k127_1404690,deep,1494994,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,0.5138643614036593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,k127_1404690,deep,1494995,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,0.5316446733369224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,k127_1404690,deep,1494997,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,1.1531190926276134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,k127_1404690,deep,1494998,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,0.05676332054090884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,k127_1404690,deep,1495000,non-integron,,,,,,,,,,,,,,,,,,,,,,1.3328962776708415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,k127_1404690,deep,1495003,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,0.26872946330776976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,k127_1404690,deep,1495004,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,1.9584121943474189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,k127_1404690,deep,1495007,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,0.29287328949300384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,k127_9219064,deep,1524142,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.149020702855053,,,,,,,,,,,,,,,,,0.5759494915255964,,,,,
4351,k127_9219064,deep,1524143,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4062206524388143,,,,,,,,,,,,,,,,,,,,,,
4363,k127_4206300,deep,1524896,non-integron,E,Amino acid transport and metabolism,,,,,0.006700906304028962,0.010125171951023951,,,,,,,0.01222826086956514,,,,,,,,,,,,,,,,,,,,,,,0.006791322606574401,,,,,,,,,,,,,,,,,,,,,0.005498390719967939,
4364,k127_4206300,deep,1524897,non-integron,E,Amino acid transport and metabolism,,,,,0.18008410735935398,0.09630482229919883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2376722874408787,,,,,,,,,,,,,,,,,,,,,0.1837486322578112,
4368,k127_4206300,deep,1524901,integron,G,Carbohydrate transport and metabolism,,,,,0.029554510126593044,0.04742604299829704,,,,,,,0.06277741008012871,,,,,,,,,,,,,,,,,,,,,,,0.04504460435586171,,,,,,,,,,,,,,,,,,,,,0.035097355143806554,
4369,k127_4206300,deep,1524902,non-integron,C,Energy production and conversion,,,,,0.1466711803051064,0.08203040869711761,,,,,,,0.0827160490921988,,,,,,,,,,,,,,,,,,,,,,,0.1113233829880801,,,,,,,,,,,,,,,,,,,,,0.1170655730328812,
4439,k127_8113915,deep,1570761,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26175822023579626,,,,,,,,,,,,,,,,,,,,,
4444,k127_8113915,deep,1570766,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21489587814874492,,,,,,,,,,,,,,,,,,,,,
4482,k127_9233580,deep,1576100,non-integron,J,"Translation, ribosomal structure and biogenesis",0.06440106861334971,,,,,,,,,,,,,,,,,,,,,,,,,0.3794664357236273,,,,,,,,,,,,,,,,0.15119085498657614,,,,,,,,,,,,,,,,0.11250530078828663
4483,k127_9233580,deep,1576101,non-integron,D!!!P,"Cell cycle control, cell division, chromosome partitioning!!!Inorganic ion transport and metabolism",0.2884263512381534,,,,,,,,,,,,,,,,,,,,,,,,,1.0535084774215195,,,,,,,,,,,,,,,,0.2990961381737842,,,,,,,,,,,,,,,,0.25874247476817913
4484,k127_9233580,deep,1576102,non-integron,L,"Replication, recombination and repair",0.02771975044366419,,,,0.034717452078265064,,,,,,,,,,,,,,,,,,,,,0.03453668138476633,,,,,,,,,,,,,,,,0.05477410010702124,,,,,,,,,,,,,,,,0.045606978376148466
4485,k127_9233580,deep,1576103,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09840757065546947,,,,,,,,,,,,,,,0.16334949588239722,0.06964107817705799
4486,k127_9233580,deep,1576104,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",0.050980440370621966,,,,0.1318504439439573,,,,,,,,,,,,,,,,,,,,,0.03810093453192455,,,,,,,,,,,,,,,,0.09281282155821166,,,,,,,,,,,,,,,0.029760652566701733,0.0932374767656488
4487,k127_9233580,deep,1576105,non-integron,K,Transcription,0.00571278825995804,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03331259055138225,,,,,,,,,,,,,,,,0.022492573250701395
4488,k127_9233580,deep,1576106,non-integron,E,Amino acid transport and metabolism,0.029680981196129937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069822031569966,,,,,,,,,,,,,,,,0.04953128788520092
4615,k127_8675902,deep,1624240,integron,,,,,,,,0.6033895691488896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,k127_11485049,deep,1633341,integron,,,,0.6907572908574771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,k127_11485049,deep,1633342,integron,X,"Mobilome: prophages, transposons",,0.1525487267246795,,,,,,,,,,0.2306321715634955,,,,,,,,,,0.033828412309331785,,,,,,,,,,,,,,,,,,,,,,,,,0.035923587172486934,,,,,,,,,0.044330978003046216,,
4647,k127_11485049,deep,1633343,integron,X,"Mobilome: prophages, transposons",,0.17130125116590847,,,,,,,,,,0.0438916015686865,,,,,,,,,,0.08463825941745809,,,,,,,,,,,,0.0181550312714542,,,,,,,,,,0.31169857823555314,,,0.013474621209772192,,0.009205460776082185,,,,,,,0.2402243745942387,,
4652,k127_9801497,deep,1638290,non-integron,,,0.20442409740520126,,,,,,0.1209324289516608,,,0.22312453050078,,0.18887052957215264,0.23954416046889104,,,,,,,0.20191489058023612,0.14975674241101894,0.23041792629965496,,,,,0.2200877538392294,0.19471708127227103,0.2751496618830454,,,,0.17600858778436101,,,0.3250293662869648,0.1725752596726443,,,,,0.19255809761621626,,,,,0.0998276415547657,0.2347105756951711,0.2639370408926585,0.2082914896318213,,,,,,,,
4655,k127_3680027,deep,1642346,non-integron,X,"Mobilome: prophages, transposons",,0.0819597797677428,,,0.1449554660586999,0.17534928479182602,,,0.13782840042617112,,,,0.061286568773344985,,0.1140153855793116,,,0.08184233900518899,,0.06814355760920543,,,,,,0.09657425823106196,,,,,,,,,,0.11901276194381458,,0.02092920325748456,,,,0.09872508589276917,0.07358263042669679,,0.11926315958053672,,,,,0.07778466677822463,,,0.05351480042632103,,,,0.02205836495007046,
4673,k127_3120219,deep,1655237,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8316889955122775,,,,,,,,,
4674,k127_2012416,deep,1661435,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2906636063824308,,,,,,,,,,,,,,,,,,,,,,
4676,k127_2012416,deep,1661437,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07501710888541213,,,,,,,,,,,,,,,,,,,,,,
4677,k127_11493168,deep,1663645,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2880212402856377,,,,,,,,,,,,,
4678,k127_11493168,deep,1663646,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.201186913958156,,,,,,,,,,,,,
4679,k127_11493168,deep,1663647,non-integron,C!!!O,"Energy production and conversion!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0881257309686276,,,,,,,,,,,,,
4680,k127_11493168,deep,1663648,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.598864007845687,,,,,,,,,,,,,
4681,k127_11493168,deep,1663649,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9601735077924392,,,,,,,,,,,,,
4682,k127_11493168,deep,1663650,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8440232915965983,,,,,,,,,,,,,
4683,k127_11493168,deep,1663651,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994094393997182,,,,,,,,,,,,,
4684,k127_11493168,deep,1663652,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4020982262859172,,,,,,,,,,,,,
4685,k127_11493168,deep,1663653,non-integron,C!!!O,"Energy production and conversion!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5465496677446144,,,,,,,,,,,,,
4686,k127_11493168,deep,1663654,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0526263010818182,,,,,,,,,,,,,
4687,k127_11493168,deep,1663655,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1117181199006376,,,,,,,,,,,,,
4701,k127_2568028,deep,1667672,non-integron,,,,2.5036621316130026,,,,,1.3635653804882482,,,,,,,,,0.5944078037869462,3.2876277698432355,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5316177483610953,,,0.5745741419194852,,,,,,,,,,,
4702,k127_2568028,deep,1667673,integron,E,Amino acid transport and metabolism,,1.230981672550094,,,,,1.3384603864267228,,,,,,,,,1.2034232565448093,0.9099288777043344,,,,,0.6501336967899991,,,,,,0.7368896701165027,,,,0.930566146298498,,1.0984911031487554,,,,,,,,,,,,,0.8681911185749501,,,,,,,,,,,
4703,k127_2568028,deep,1667674,integron,,,,1.5545201051150512,,,,,9.28732258588338,,,,,,,,,,,,,,,,,,,,,,,,,8.776964677657732,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,k127_2568028,deep,1667675,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6790568851093214,,,,,,,,,,,,,,,,,,,,,,,,,,
