bin,depth,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,Percent Transposases,Percent Integrases,Highest Relative Abundance,complete genome size (Mbp),tara_station,size_fraction,biofilm_count,percent_biofilm
MED-716,DCM,95.85,0.5,100,45.99,21,"281,254","224,842","144,120",3.03,86.16,NCBI Assembly,NZFO00000000,TARA_MED_MAG_00006,TMED8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetovibrio,null,Hug et al. phylogenetic marker set,MED,2799,0,3,0,0.001071811,tara030_prot_dcm,3.161189358,tara030,prot,3,0.001071811
MED-717,SRF,86.02,4.35,100,57.43,24,"157,143","81,903","68,206",1.64,93.06,NCBI Assembly,NZFM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null,Hug et al. phylogenetic marker set,MED,1597,0,2,0,0.001252348,tara030_prot_surface,1.906533364,tara030,prot,1,0.000626174
MED-718,SRF,75.62,0.38,50,33.84,20,"221,949","58,884","51,152",1.02,97.37,figshare,not applicable,n.a.,TMED112,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_D,null,null,null,Hug et al. phylogenetic marker set,MED,1061,0,2,0,0.001885014,tara009_girus_surface,1.348849511,tara009,girus,2,0.001885014
MED-719,DCM,86.49,2.27,90,47.78,35,"343,595","165,518","116,666",4.08,90.41,NCBI Assembly,NZFL00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Pedosphaera,OPB35soil,null,Hug et al. phylogenetic marker set,MED,3288,3,4,0.000912409,0.001216545,tara023_prot_dcm,4.717308359,tara023,prot,1,0.000304136
MED-721,SRF,77.47,1.1,100,30.74,53,"82,517","46,047","32,412",1.72,94.66,NCBI Assembly,NZFK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,CheckM,MED,1588,0,3,0,0.001889169,tara030_prok_surface,2.220214276,tara030,prok,0,0
MED-725,DCM,72.19,0,0,54.03,17,"216,345","118,918","80,341",1.37,93.15,NCBI Assembly,NZFF00000000,TARA_MED_MAG_00057,TMED143,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE6,null,Hug et al. phylogenetic marker set,MED,1325,0,2,0,0.001509434,tara023_prot_dcm,1.897769774,tara023,prot,1,0.000754717
MED-728,DCM,98.1,1.27,50,61.37,49,"414,128","161,090","105,377",5.16,88.16,NCBI Assembly,NZFD00000000,n.a.,TMED4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,null,Hug et al. phylogenetic marker set,MED,4956,15,23,0.003026634,0.004640839,tara023_prot_dcm,5.259938838,tara023,prot,7,0.001412429
MED-729,DCM,80.3,3.28,91.67,34.84,50,"109,471","34,899","30,773",1.54,94.6,figshare,not applicable,n.a.,TMED100,Bacteria,Proteobacteria,novelClass_A,null,null,null,null,Hug et al. phylogenetic marker set,MED,1474,0,2,0,0.001356852,tara009_prot_dcm,1.917808219,tara009,prot,6,0.004070556
MED-730,SRF,90.94,3.18,57.14,56.43,43,"134,370","41,153","34,390",1.48,93.94,NCBI Assembly,NZFC00000000,n.a.,TMED29,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE6,null,Hug et al. phylogenetic marker set,MED,1471,0,4,0,0.002719239,tara007_girus_surface,1.627446668,tara007,girus,1,0.00067981
MED-731,SRF,86.97,1.12,100,30.43,13,"226,402","152,839","84,244",1.1,96.53,figshare,not applicable,n.a.,TMED126,Bacteria,SBR1093,null,null,null,null,null,Hug et al. phylogenetic marker set,MED,1149,0,4,0,0.003481288,tara023_prok_surface,1.264803955,tara023,prok,0,0
MED-732,SRF,80.34,4.61,77.78,40.68,59,"76,096","32,535","27,025",1.59,93.02,NCBI Assembly,NZFB00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Balneola,null,Hug et al. phylogenetic marker set,MED,1333,0,1,0,0.000750188,tara030_prok_surface,1.979088872,tara030,prok,1,0.000750188
MED-733,SRF,95.6,3.85,0,33.31,68,"168,743","58,949","33,454",2.27,95.93,figshare,not applicable,n.a.,TMED80,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,MED,2023,0,2,0,0.000988631,tara007_girus_surface,2.374476987,tara007,girus,1,0.000494315
MED-734,SRF,98.74,4.86,100,38.03,58,"185,399","58,338","44,703",2.59,95.3,figshare,not applicable,TARA_MED_MAG_00090,TMED16,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null,Hug et al. phylogenetic marker set,MED,2258,0,3,0,0.001328609,tara007_prot_surface,2.623050435,tara007,prot,3,0.001328609
MED-735,SRF,97.79,8.82,0,31.37,38,"224,293","124,646","59,023",2.24,94.74,figshare,not applicable,TARA_MED_MAG_00101,TMED68,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,null,Hug et al. phylogenetic marker set,MED,2083,0,2,0,0.000960154,tara030_prok_surface,2.290622763,tara030,prok,0,0
MED-736,DCM,92.27,4.18,88.89,56.83,40,"171,963","85,799","56,196",2.25,94.04,figshare,not applicable,n.a.,TMED24,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,null,null,null,Hug et al. phylogenetic marker set,MED,1949,0,4,0,0.002052335,tara023_prot_dcm,2.438495719,tara023,prot,0,0
MED-738,DCM,76.53,0.84,100,46.44,57,"105,134","43,008","31,706",1.81,95.08,figshare,not applicable,n.a.,TMED99,Archaea,Euryarchaeota,null,null,novelFamily_C,null,null,Hug et al. phylogenetic marker set,MED,1469,0,1,0,0.000680735,tara009_girus_dcm,2.365085587,tara009,girus,0,0
MED-739,SRF,95.77,5.41,100,38.42,37,"84,137","49,477","35,479",1.31,94.35,NCBI Assembly,NZFA00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,novelGenus_A,null,Hug et al. phylogenetic marker set,MED,1209,0,2,0,0.00165426,tara007_girus_surface,1.367860499,tara007,girus,0,0
MED-740,DCM,78.96,1.94,0,31.05,39,"49,336","32,293","24,247",0.95,92.41,NCBI Assembly,NZEZ00000000,n.a.,n.a.,Archaea,Thaumarchaeota,null,null,null,null,null,Hug et al. phylogenetic marker set,MED,1208,0,0,0,0,tara009_girus_dcm,1.203140831,tara009,girus,0,0
MED-741,SRF,97.3,8.11,100,51.8,53,"146,639","64,580","43,623",2.31,92.86,figshare,not applicable,TARA_MED_MAG_00073,TMED73,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,null,Hug et al. phylogenetic marker set,MED,2051,0,3,0,0.001462701,tara025_prok_surface,2.374100719,tara025,prok,2,0.000975134
MED-743,SRF,82.93,4,0,40.84,80,"143,358","44,000","24,220",1.94,95.96,NCBI Assembly,NZEY00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_H,null,null,Hug et al. phylogenetic marker set,MED,1730,0,2,0,0.001156069,tara018_prok_surface,2.33932232,tara018,prok,0,0
MED-744,SRF,98.28,8.46,26.67,47.35,50,"640,142","101,234","47,490",2.37,93.12,figshare,not applicable,n.a.,TMED105,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,null,null,Hug et al. phylogenetic marker set,MED,2304,0,2,0,0.000868056,tara023_prok_surface,2.411477411,tara023,prok,0,0
MED-745,DCM,80.24,1.68,0,45.01,187,"64,798","18,715","16,699",3.12,87.75,NCBI Assembly,NZEX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null,Hug et al. phylogenetic marker set,MED,2941,1,4,0.00034002,0.001360082,tara023_prot_dcm,3.888334995,tara023,prot,0,0
MED-746,DCM,96.7,6.59,75,27.62,46,"160,976","48,332","36,395",1.67,96.84,NCBI Assembly,PAHD00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,MED,1527,0,2,0,0.001309758,tara018_prok_dcm,1.726990693,tara018,prok,1,0.000654879
MED-747,DCM,91.26,0.55,100,35.66,8,"414,201","222,763","203,484",1.63,96.12,figshare,not applicable,TARA_MED_MAG_00098,TMED39,Bacteria,Bacteroidetes,null,null,null,null,null,Hug et al. phylogenetic marker set,MED,1474,0,3,0,0.002035278,tara023_prot_dcm,1.786105632,tara023,prot,0,0
MED-748,DCM,93.3,4.33,100,60.23,54,"136,951","51,216","38,189",2.06,92.5,figshare,not applicable,n.a.,TMED19,Bacteria,Cyanobacteria,null,Synechococcales,Synechococcaceae,Synechococcus,null,Hug et al. phylogenetic marker set,MED,2321,0,0,0,0,tara023_prot_dcm,2.207931404,tara023,prot,8,0.00344679
MED-752,SRF,94.79,2.97,55.56,42.49,25,"562,736","226,054","101,788",2.54,92.59,NCBI Assembly,NZEW00000000,TARA_MED_MAG_00102,TMED27,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,null,Micavibrio,null,Hug et al. phylogenetic marker set,MED,2506,4,8,0.001596169,0.003192338,tara007_girus_surface,2.679607554,tara007,girus,6,0.002394254
MED-753,SRF,76.94,1.14,0,36.28,35,"159,008","65,177","33,101",1.16,94.85,NCBI Assembly,NZEV00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null,Hug et al. phylogenetic marker set,MED,1166,0,0,0,0,tara009_girus_surface,1.507668313,tara009,girus,1,0.000857633
MED-754,DCM,72.59,1.91,18.18,41.41,63,"118,694","43,788","29,586",1.86,90.25,NCBI Assembly,NZEU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE3,null,Hug et al. phylogenetic marker set,MED,1804,0,1,0,0.000554324,tara030_prot_dcm,2.56233641,tara030,prot,1,0.000554324
MED-756,DCM,86.83,1.74,0,58.43,163,"65,923","21,864","18,383",3,91.25,NCBI Assembly,PAHJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,null,Geminicoccus,null,Hug et al. phylogenetic marker set,MED,2670,0,3,0,0.001123596,tara023_prot_dcm,3.455027064,tara023,prot,4,0.001498127
MED-757,SRF,92.31,4.95,0,29.62,78,"98,117","34,114","25,002",1.95,96.69,NCBI Assembly,PAHI00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,MED,1848,0,2,0,0.001082251,tara030_prok_surface,2.112447189,tara030,prok,1,0.000541126
MED-759,SRF,89.74,3.21,93.33,50.6,31,"211,681","84,972","57,702",1.79,94.42,NCBI Assembly,PAHG00000000,n.a.,TMED33,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null,Hug et al. phylogenetic marker set,MED,1812,0,2,0,0.001103753,tara009_prot_surface,1.994651215,tara009,prot,3,0.001655629
MED-762,DCM,82.72,4.41,22.22,35.86,44,"193,171","53,455","42,736",1.88,91.81,figshare,not applicable,n.a.,TMED212,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null,Hug et al. phylogenetic marker set,MED,1696,0,2,0,0.001179245,tara030_prot_dcm,2.272727273,tara030,prot,0,0
MED-763,SRF,97.79,7.84,0,31.98,38,"202,216","98,891","55,574",2.11,94.27,figshare,not applicable,n.a.,TMED179,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,null,Hug et al. phylogenetic marker set,MED,1997,0,4,0,0.002003005,tara030_prok_surface,2.157684835,tara030,prok,0,0
MED-765,SRF,95.73,0.46,85.71,44.03,18,"251,348","168,110","110,541",1.99,92.55,figshare,not applicable,TARA_MED_MAG_00033,TMED22,Bacteria,Proteobacteria,novelClass_B,null,null,null,null,Hug et al. phylogenetic marker set,MED,1965,0,2,0,0.001017812,tara023_prot_surface,2.078763188,tara023,prot,2,0.001017812
MED-766,SRF,93.27,3.91,90,33.75,39,"384,135","87,336","41,226",1.61,95.12,NCBI Assembly,PAHC00000000,TARA_MED_MAG_00064,TMED227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE7,null,Hug et al. phylogenetic marker set,MED,1675,0,4,0,0.00238806,tara025_prok_surface,1.726171331,tara025,prok,0,0
MED-767,SRF,73.05,1.16,85.71,62.88,47,"154,961","45,875","36,062",1.69,93.39,figshare,not applicable,n.a.,TMED155,Bacteria,Cyanobacteria,null,Synechococcales,Synechococcaceae,Synechococcus,null,Hug et al. phylogenetic marker set,MED,1900,0,1,0,0.000526316,tara023_prot_surface,2.313483915,tara023,prot,6,0.003157895
MED-768,DCM,76.36,1.83,0,40.17,119,"47,804","14,763","14,008",1.67,93.13,NCBI Assembly,PAHB00000000,n.a.,n.a.,Bacteria,Proteobacteria,novelClass_B,null,null,null,null,Hug et al. phylogenetic marker set,MED,1633,0,4,0,0.002449479,tara030_prot_dcm,2.187008905,tara030,prot,3,0.00183711
MED-769,SRF,81.93,4.67,0,28.68,48,"135,183","30,066","26,328",1.26,96.39,NCBI Assembly,PAGZ00000000,n.a.,TMED196,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,null,Hug et al. phylogenetic marker set,MED,1335,0,1,0,0.000749064,tara018_prok_surface,1.537898206,tara018,prok,1,0.000749064
MED-775,DCM,70.31,1.05,100,39.07,114,"86,852","19,622","17,278",1.97,89.14,NCBI Assembly,PAGW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null,Hug et al. phylogenetic marker set,MED,1735,1,3,0.000576369,0.001729107,tara009_girus_dcm,2.8018774,tara009,girus,2,0.001152738
MED-777,SRF,80.06,3.2,75,61.36,40,"216,904","90,633","50,840",2.03,95.84,figshare,not applicable,n.a.,TMED141,Archaea,Euryarchaeota,null,null,novelFamily_E,null,null,Hug et al. phylogenetic marker set,MED,1666,0,1,0,0.00060024,tara007_girus_surface,2.535598301,tara007,girus,0,0
MED-778,SRF,94.78,4.31,93.33,42.27,31,"130,129","64,240","46,238",1.43,92.69,NCBI Assembly,PAGU00000000,n.a.,TMED47,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE4,null,Hug et al. phylogenetic marker set,MED,1335,0,1,0,0.000749064,tara025_prok_surface,1.508757122,tara025,prok,0,0
MED-779,SRF,84.56,4.41,11.11,30.48,74,"71,176","25,565","21,159",1.57,95.69,NCBI Assembly,PAGT00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,null,null,null,CheckM,MED,1471,0,1,0,0.00067981,tara018_prok_surface,1.85666982,tara018,prok,0,0
MED-783,DCM,76.61,1.16,100,61.02,10,"476,618","357,326","173,080",1.73,95.4,figshare,not applicable,n.a.,TMED114,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null,Hug et al. phylogenetic marker set,MED,1438,0,1,0,0.00069541,tara023_prot_dcm,2.258190837,tara023,prot,1,0.00069541
MED-792,SRF,94.66,8.8,100,50.86,32,"375,574","119,749","67,656",2.17,93.33,NCBI Assembly,PAGJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,null,null,Hug et al. phylogenetic marker set,MED,2197,0,2,0,0.000910332,tara025_prok_surface,2.292414959,tara025,prok,3,0.001365498
MED-796,SRF,94.85,5.28,91.67,35.52,61,"116,981","49,165","36,162",2.21,91.08,NCBI Assembly,PAHA00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null,Hug et al. phylogenetic marker set,MED,1925,0,2,0,0.001038961,tara009_prot_surface,2.329994729,tara009,prot,0,0
MED-797,DCM,93.18,6.97,90.48,37.82,26,"348,200","255,024","100,169",2.6,91.05,NCBI Assembly,PAGF00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,CheckM,MED,2418,1,5,0.000413565,0.002067825,tara030_prot_dcm,2.790298347,tara030,prot,4,0.00165426
MED-801,DCM,74.37,2.83,90,33.01,37,"151,680","37,766","31,349",1.16,95.23,NCBI Assembly,PAGD00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,nove_genusE8,null,Hug et al. phylogenetic marker set,MED,1153,0,2,0,0.001734605,tara009_girus_dcm,1.559768724,tara009,girus,1,0.000867303
MED-803,DCM,79.36,2.39,83.33,63.94,62,"138,587","49,586","35,497",2.2,90.31,NCBI Assembly,PAGB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,CheckM,MED,1966,1,3,0.000508647,0.001525941,tara023_prot_dcm,2.772177419,tara023,prot,4,0.002034588
MED-806,DCM,91.21,9.89,18.18,33.75,83,"117,785","42,041","32,004",2.66,95.03,NCBI Assembly,PAFY00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,MED,2198,0,3,0,0.001364877,tara018_prok_dcm,2.916346892,tara018,prok,1,0.000454959
MED-809,SRF,90.03,9.96,61.9,47.73,46,"252,350","50,958","35,822",1.65,94.41,NCBI Assembly,PAFV00000000,TARA_MED_MAG_00055,n.a.,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,null,null,Hug et al. phylogenetic marker set,MED,1488,0,2,0,0.001344086,tara030_prok_surface,1.832722426,tara030,prok,3,0.002016129
MED-810,DCM,90.56,6.32,80.65,55.12,63,"216,865","76,631","46,186",2.91,92.13,NCBI Assembly,PAFU00000000,n.a.,TMED243,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,MED,2751,0,2,0,0.000727008,tara007_girus_dcm,3.213339223,tara007,girus,2,0.000727008
MED-813,DCM,90.1,6.93,100,30.54,23,"180,308","161,237","62,861",1.45,95.13,figshare,not applicable,n.a.,TMED230,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,MED,1489,0,2,0,0.001343183,tara009_girus_dcm,1.609322974,tara009,girus,0,0
MED-814,SRF,90.2,6.51,84,49.83,74,"144,762","39,535","26,589",1.97,94.14,NCBI Assembly,PAFS00000000,n.a.,TMED59,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null,Hug et al. phylogenetic marker set,MED,1994,0,4,0,0.002006018,tara030_prot_surface,2.184035477,tara030,prot,2,0.001003009
MED-815,DCM,90.49,8.6,65.71,53.11,62,"244,997","74,616","54,711",3.39,88.96,NCBI Assembly,PAFR00000000,n.a.,TMED34,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,MED,3173,1,4,0.000315159,0.001260637,tara030_prot_dcm,3.746270306,tara030,prot,3,0.000945477
MED-818,DCM,79.41,3.43,66.67,33.19,54,"75,432","31,568","25,796",1.39,94.76,NCBI Assembly,PAFO00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,null,Hug et al. phylogenetic marker set,MED,1273,0,2,0,0.001571092,tara030_prot_dcm,1.750409268,tara030,prot,0,0
MED-819,SRF,72.52,4.62,33.33,30.34,33,"168,132","65,982","43,219",1.43,95.87,NCBI Assembly,PAFN00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_C,null,Hug et al. phylogenetic marker set,MED,1281,0,2,0,0.00156128,tara009_girus_surface,1.971869829,tara009,girus,0,0
MED-820,DCM,90.14,7.93,94.12,38.37,28,"459,910","159,512","73,676",2.06,94.73,figshare,not applicable,TARA_MED_MAG_00022,TMED69,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,null,null,null,Hug et al. phylogenetic marker set,MED,2045,1,4,0.000488998,0.00195599,tara030_prot_dcm,2.285333925,tara030,prot,2,0.000977995
MED-825,SRF,93.98,5.87,97.06,53.18,39,"257,166","95,612","66,835",2.61,92.17,NCBI Assembly,PAFI00000000,TARA_MED_MAG_00045,TMED21,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,novel_genusE1,null,Hug et al. phylogenetic marker set,MED,2378,0,2,0,0.000841043,tara030_prot_surface,2.777186635,tara030,prot,2,0.000841043
MED-827,SRF,75.47,3.77,0,28.55,26,"131,559","50,206","32,973",0.86,96.59,NCBI Assembly,PAFH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Pelagibacteraceae,null,null,CheckM,MED,946,0,0,0,0,tara030_prok_surface,1.139525639,tara030,prok,0,0
MED-828,DCM,75.68,4.9,80.95,44.02,85,"59,544","28,951","25,139",2.14,92.34,NCBI Assembly,PAFG00000000,n.a.,TMED139,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,MED,1928,1,0,0.000518672,0,tara025_prok_dcm,2.82769556,tara025,prok,1,0.000518672
MED-829,SRF,78.93,2.2,0,28.99,101,"63,270","16,293","15,638",1.58,96.45,NCBI Assembly,PAFF00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,MED,1345,0,2,0,0.001486989,tara023_prok_surface,2.001773724,tara023,prok,1,0.000743494
MED-830,DCM,76.3,3.03,69.23,53.04,21,"705,567","306,155","92,982",1.95,89.77,NCBI Assembly,PAFE00000000,n.a.,TMED17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,null,null,Hug et al. phylogenetic marker set,MED,1809,4,6,0.002211166,0.00331675,tara023_prot_dcm,2.55570118,tara023,prot,1,0.000552792
MED-831,SRF,79.48,4.35,85,59.88,90,"61,611","24,701","20,250",1.82,94.04,figshare,not applicable,n.a.,TMED90,Bacteria,Cyanobacteria,null,Synechococcales,Synechococcaceae,Synechococcus,null,Hug et al. phylogenetic marker set,MED,2036,0,0,0,0,tara023_prot_surface,2.289884248,tara023,prot,4,0.001964637
MED-834,DCM,77.4,3.04,45.45,58.78,160,"55,170","15,274","14,531",2.32,91.21,NCBI Assembly,PAFB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,CheckM,MED,2114,1,2,0.000473037,0.000946074,tara023_prot_dcm,2.997416021,tara023,prot,2,0.000946074
MED-835,DCM,76.91,3.98,0,55.05,104,"63,575","20,264","17,019",1.77,94.46,NCBI Assembly,PAFA00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,null,null,null,Hug et al. phylogenetic marker set,MED,1577,0,3,0,0.001902346,tara023_prot_dcm,2.301391237,tara023,prot,0,0
MED-837,DCM,78.09,3.85,83.33,42.4,72,"84,058","32,288","25,388",1.83,95.44,figshare,not applicable,TARA_MED_MAG_00078,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null,Hug et al. phylogenetic marker set,MED,1770,0,1,0,0.000564972,tara009_girus_dcm,2.343449866,tara009,girus,0,0
MED-841,SRF,76.16,3.04,0,43.36,59,"93,430","41,041","23,525",1.39,91.39,NCBI Assembly,PAEV00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null,Hug et al. phylogenetic marker set,MED,1215,1,0,0.000823045,0,tara007_girus_surface,1.825105042,tara007,girus,0,0
MED-846,DCM,74.27,3.36,90,38.05,60,"81,438","26,871","22,114",1.33,95.42,NCBI Assembly,PAET00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_G,null,null,Hug et al. phylogenetic marker set,MED,1150,0,0,0,0,tara007_girus_dcm,1.790763431,tara007,girus,0,0
MED-850,SRF,76.9,3.71,100,57.75,55,"160,695","53,213","35,198",1.94,91.52,NCBI Assembly,PAEP00000000,n.a.,n.a.,Bacteria,Cyanobacteria,null,Synechococcales,Synechococcaceae,Synechococcus,null,Hug et al. phylogenetic marker set,MED,2110,0,0,0,0,tara030_prot_surface,2.522756827,tara030,prot,4,0.001895735
MED-853,SRF,78.93,4.8,33.33,46.96,60,"171,802","62,262","39,205",2.35,95.69,NCBI Assembly,PAEM00000000,n.a.,TMED103,Archaea,Euryarchaeota,null,null,novelFamily_D,null,null,Hug et al. phylogenetic marker set,MED,2022,0,1,0,0.00049456,tara007_girus_surface,2.977321677,tara007,girus,0,0
MED-855,DCM,73.18,3.09,0,43.77,130,"47,661","18,719","16,690",2.17,91.7,NCBI Assembly,PAEL00000000,TARA_SOC_MAG_00007,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,MED,1989,0,0,0,0,tara007_girus_dcm,2.965291063,tara007,girus,1,0.000502765
MED-856,SRF,75.97,2.03,60,43.33,53,"142,093","42,261","33,890",1.8,95.67,figshare,not applicable,n.a.,TMED60,Bacteria,Verrucomicrobia,Opitutae,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,MED,1491,0,1,0,0.000670691,tara007_girus_surface,2.369356325,tara007,girus,0,0
