bin,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,percent_trans,Highest Relative Abundance,complete genome size (Mbp),tara_station,biofilm_count,percent_biofilm,defense_count,percent_defense,prot,prot_normalized,bact,bact_over_prot
NAT-108,84.05,4.7,66.67,65.9,122,"83,619","22,536","20,040",2.44,94.18,NCBI Assembly,PABW00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_C,,Hug et al. phylogenetic marker set,NAT,2420,0,17,0,tara004_bact_surface,2.903033908,tara004,3,0.1239669,54,2.231405,0.157572307,8.207218718,6.411829996,8.207218718
NAT-11,78.93,0.93,0,41.54,58,"145,174","35,482","32,979",1.91,96.3,NCBI Assembly,PABV00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_B,,,Hug et al. phylogenetic marker set,NAT,1589,0,14,0,tara150_bact_dcm,2.419865704,tara150,0,0,21,1.3215859,0.206522702,2.735996753,2.801492565,2.735996753
NAT-111,88.45,0.49,0,41.4,53,"567,454","153,457","84,270",4.47,91.38,NCBI Assembly,PABT00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Muricauda,,Hug et al. phylogenetic marker set,NAT,4030,6,4,0.1488834,tara148_prot_surface,5.053702657,tara148,8,0.1985112,166,4.1191067,0.395600694,0.282784152,0.554648969,0.282784152
NAT-113,84.47,4.84,82.35,55.61,137,"108,993","26,127","21,801",2.99,91.59,NCBI Assembly,PABS00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,,Hug et al. phylogenetic marker set,NAT,2882,2,2,0.0693963,tara152_prot_meso,3.539718243,tara152,5,0.1734906,63,2.185982,1.056305259,0.228752504,1.198012628,0.228752504
NAT-116,97.39,3.01,61.54,69.61,56,"140,354","69,950","48,791",2.73,93.14,NCBI Assembly,PABQ00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia,,Hug et al. phylogenetic marker set,NAT,2627,8,3,0.3045299,tara146_prot_meso,2.803162542,tara146,6,0.2283974,50,1.9033118,3.147152584,0.565497467,8.823777761,0.565497467
NAT-117,92.73,0.91,0,52.95,42,"1,103,708","674,874","159,558",6.7,89.08,NCBI Assembly,PABP00000000,TARA_PSW_MAG_00107,n.a.,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,,Hug et al. phylogenetic marker set,NAT,5850,16,0,0.2735043,tara148_prot_surface,7.225277688,tara148,27,0.4615385,139,2.3760684,0.29227841,0.178372041,0.258481589,0.178372041
NAT-118,87.29,4.95,80,30.59,37,"134,562","54,047","37,337",1.38,95.26,NCBI Assembly,PABO00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,,,,Hug et al. phylogenetic marker set,NAT,1394,0,28,0,tara152_bact_mixed,1.580937106,tara152,1,0.071736,13,0.9325681,0.264678456,5.571700583,7.311600612,5.571700583
NAT-119,72.77,0,0,41.2,98,"64,403","19,476","18,131",1.78,95.19,NCBI Assembly,PABN00000000,n.a.,n.a.,Bacteria,Chloroflexi,Dehalococcoidetes,,,,,CheckM,NAT,1844,0,2,0,tara145_bact_surface,2.446062938,tara145,0,0,33,1.7895879,0.278050142,1.787253514,2.463856323,1.787253514
NAT-12,86.21,4.08,100,30.41,32,"118,829","65,911","41,496",1.33,96.34,NCBI Assembly,PABM00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novel_genus,,Alternative phylogenetic marker set,NAT,1211,0,15,0,tara141_bact_surface,1.542744461,tara141,0,0,22,1.8166804,0.501833435,6.194132067,15.41154405,6.194132067
NAT-121,98.36,3.33,64.29,64.69,61,"567,656","157,464","85,269",5.2,90.8,NCBI Assembly,PABK00000000,TARA_ANW_MAG_00009,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,,Hug et al. phylogenetic marker set,NAT,4614,23,19,0.4984829,tara148_prot_surface,5.286701911,tara148,9,0.1950585,136,2.9475509,0.283707008,0.795117327,1.118426321,0.795117327
NAT-123,96.97,7.58,0,53.96,188,"255,659","69,233","42,840",8.05,90.25,NCBI Assembly,PABI00000000,n.a.,n.a.,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,,Hug et al. phylogenetic marker set,NAT,6887,28,12,0.4065631,tara148_prot_surface,8.301536558,tara148,51,0.7405256,238,3.4557863,0.012637205,0.293240029,0.018373013,0.293240029
NAT-124,99.09,6.55,0,41.37,74,"296,139","144,146","79,528",5.89,90.23,NCBI Assembly,PABH00000000,n.a.,n.a.,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,,Hug et al. phylogenetic marker set,NAT,5105,30,1,0.5876592,tara148_prot_surface,5.94409123,tara148,38,0.7443683,150,2.9382958,0.007896216,0.809395992,0.031687368,0.809395992
NAT-125,77.45,1.94,14.29,64.87,139,"87,372","24,815","20,848",2.9,88.7,NCBI Assembly,PABG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,,,Solemya,,Alternative phylogenetic marker set,NAT,2752,17,3,0.6177326,tara148_prot_surface,3.744351194,tara148,4,0.1453488,101,3.6700581,0.064442954,0.735026192,0.234846641,0.735026192
NAT-127,91.89,2.78,6.67,57.68,165,"100,062","24,098","21,592",3.56,90.51,NCBI Assembly,PABE00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,,Hug et al. phylogenetic marker set,NAT,3370,10,27,0.2967359,tara148_prot_surface,3.87419741,tara148,8,0.2373887,125,3.7091988,0.158105317,0.2157798,0.169146634,0.2157798
NAT-13,82.48,1.28,0,44.26,65,"81,197","30,182","24,115",1.57,95.96,NCBI Assembly,PABC00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,,Hug et al. phylogenetic marker set,NAT,1541,0,1,0,tara146_bact_surface,1.903491756,tara146,0,0,28,1.8170019,0.152232255,17.42718338,13.15345913,17.42718338
NAT-130,97.7,5.17,0,64.36,81,"464,408","186,300","91,553",7.42,85.18,NCBI Assembly,PABB00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_C,,Hug et al. phylogenetic marker set,NAT,5793,27,10,0.4660798,tara148_prot_surface,7.594677584,tara148,4,0.0690489,157,2.7101674,0.053334932,0.33118087,0.087575593,0.33118087
NAT-131,95.16,4.44,0,73.91,238,"223,756","54,855","38,882",9.25,87.37,NCBI Assembly,PABA00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandracinaceae,Sandaracinus,,Hug et al. phylogenetic marker set,NAT,7001,1,6,0.0142837,tara148_prot_surface,9.720470786,tara148,3,0.042851,149,2.1282674,0.782131629,0.145575641,0.564513924,0.145575641
NAT-132,70.92,0,0,57.35,194,"39,149","18,273","16,311",3.16,93.35,NCBI Assembly,PAAZ00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,,CheckM,NAT,2519,0,7,0,tara148_prot_surface,4.45572476,tara148,2,0.0793966,35,1.3894403,0.99333048,0.374933465,1.846520211,0.374933465
NAT-133,91.09,2.56,0,51.85,102,"180,227","71,913","47,374",4.83,87.33,NCBI Assembly,PAAY00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,,,,Hug et al. phylogenetic marker set,NAT,3532,9,1,0.2548131,tara148_prot_surface,5.302448128,tara148,8,0.2265006,92,2.6047565,0.141556216,0.353113688,0.247827557,0.353113688
NAT-134,100,0.56,0,31.9,36,"509,133","198,761","117,530",4.23,92.43,NCBI Assembly,PAAX00000000,TARA_PON_MAG_00027,n.a.,Bacteria,Ignavibacteriae,NovelClass_B,,,,,Hug et al. phylogenetic marker set,NAT,3718,11,24,0.295858,tara148_prot_surface,4.23,tara148,9,0.2420656,133,3.577192,0.15828241,0.79196747,0.621507102,0.79196747
NAT-137,90.43,1.49,0,38.81,61,"171,871","34,057","31,253",1.91,93.84,NCBI Assembly,PAAV00000000,TARA_ANE_MAG_00056,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,,,,Hug et al. phylogenetic marker set,NAT,1883,0,2,0,tara151_bact_dcm,2.11213093,tara151,0,0,19,1.0090281,0.128516653,2.820806969,1.797375728,2.820806969
NAT-138,89.74,0.97,0,56.88,86,"129,392","40,457","27,912",2.4,92.43,NCBI Assembly,PAAU00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,novelFamily_A,,,Hug et al. phylogenetic marker set,NAT,2192,0,7,0,tara152_prot_dcm,2.67439269,tara152,2,0.0912409,26,1.1861314,0.192520088,0.095147798,0.090819873,0.095147798
NAT-14,89.32,2.3,14.29,46.52,192,"151,277","37,971","28,250",5.42,92.87,NCBI Assembly,PAAT00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_G,,Hug et al. phylogenetic marker set,NAT,4357,0,3,0,tara146_bact_surface,6.068069861,tara146,2,0.0459031,59,1.3541428,1.526583441,0.283797476,2.148004433,0.283797476
NAT-141,87.83,1.45,0,41.69,31,"239,688","81,846","60,854",1.89,93.94,NCBI Assembly,PAAR00000000,TARA_ANE_MAG_00008,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,,Micavibrio,,Hug et al. phylogenetic marker set,NAT,1899,1,2,0.0526593,tara150_bact_dcm,2.151884322,tara150,7,0.3686151,53,2.7909426,0.178169929,1.673074104,1.477936185,1.673074104
NAT-142,70.01,1.85,80,55.01,162,"76,354","17,219","16,915",2.74,92.72,NCBI Assembly,PAAQ00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,,Roseibacillus,,Hug et al. phylogenetic marker set,NAT,2237,0,1,0,tara151_prot_dcm,3.91372661,tara151,1,0.0447027,38,1.6987036,2.548909479,0.277239477,3.503608582,0.277239477
NAT-143,86.89,4.27,40,42.99,31,"238,511","94,767","67,249",2.08,94.6,NCBI Assembly,PAAP00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_D,,Hug et al. phylogenetic marker set,NAT,2022,0,1,0,tara151_bact_dcm,2.393831281,tara151,0,0,50,2.4727992,0.514930037,2.668657176,6.813136821,2.668657176
NAT-145,95.95,1.01,0,42.75,37,"225,050","62,880","49,254",1.82,93.7,NCBI Assembly,PAAN00000000,TARA_ANE_MAG_00003,n.a.,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,,Hug et al. phylogenetic marker set,NAT,1619,0,2,0,tara004_bact_surface,1.896821261,tara004,1,0.0617665,21,1.297097,0.518352558,0.886276342,2.277720869,0.886276342
NAT-146,82.62,3.91,60,35.86,30,"208,955","124,845","48,435",1.45,95.21,NCBI Assembly,PAAM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,novel_genusE7,,Hug et al. phylogenetic marker set,NAT,1467,0,7,0,tara004_bact_surface,1.755022997,tara004,0,0,16,1.0906612,0.197914222,8.093410428,7.941721738,8.093410428
NAT-149,98.86,6.25,87.5,57.84,32,"400,113","148,701","99,126",3.17,93.66,NCBI Assembly,PAAJ00000000,TARA_ANW_MAG_00014,n.a.,Bacteria,Planctomycetes,Phycisphaerae,novelOrder_D,novelFamily_A,,,Hug et al. phylogenetic marker set,NAT,2660,0,0,0,tara142_bact_dcm,3.206554724,tara142,0,0,43,1.6165414,0.041709407,7.94226511,1.642421014,7.94226511
NAT-15,95.25,3.05,41.67,36.37,73,"233,347","128,417","66,501",4.85,88.51,NCBI Assembly,PAAI00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Zunongwangia,profunda,Hug et al. phylogenetic marker set,NAT,4167,15,1,0.3599712,tara146_prot_meso,5.091863517,tara146,6,0.1439885,119,2.8557715,3.523127047,1.127149846,19.68865544,1.127149846
NAT-154,82.4,4.8,50,38.56,76,"120,092","35,117","26,037",1.98,95.36,NCBI Assembly,PADF00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_C,,,Hug et al. phylogenetic marker set,NAT,1742,0,4,0,tara150_bact_dcm,2.402912621,tara150,0,0,21,1.2055109,0.105631008,11.37138193,5.955397696,11.37138193
NAT-155,76.66,1.18,0,60.01,302,"105,946","27,490","23,868",7.21,88.32,NCBI Assembly,PADE00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_E,,Hug et al. phylogenetic marker set,NAT,5202,0,11,0,tara149_prot_meso,9.405165667,tara149,3,0.0576701,98,1.8838908,0.590060084,0.156788736,0.458687806,0.156788736
NAT-157,98.33,1.64,33.33,43.4,13,"811,841","481,247","193,607",2.52,92.35,NCBI Assembly,PADC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,,Hug et al. phylogenetic marker set,NAT,2437,10,2,0.4103406,tara148_prot_surface,2.562798739,tara148,4,0.1641362,70,2.8723841,0.432345606,0.655841675,1.405840848,0.655841675
NAT-158,99.94,0.43,0,48.66,12,"911,891","714,405","199,989",2.4,89.98,NCBI Assembly,PADB00000000,TARA_ANW_MAG_00003,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,,Hug et al. phylogenetic marker set,NAT,2247,4,21,0.1780151,tara148_prot_surface,2.401440865,tara148,4,0.1780151,47,2.0916778,1.798213826,0.18284528,1.630163571,0.18284528
NAT-16,97.61,1.67,28.57,61.57,56,"459,616","93,345","62,836",3.52,91.42,NCBI Assembly,PACZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,,Alternative phylogenetic marker set,NAT,3416,3,3,0.087822,tara148_prot_surface,3.606187891,tara148,7,0.204918,83,2.4297424,1.811875009,0.175246975,1.574290456,0.175246975
NAT-161,97.3,1.47,100,28.43,30,"199,665","84,104","62,194",1.87,96.04,NCBI Assembly,PACX00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_D,,Hug et al. phylogenetic marker set,NAT,1712,0,4,0,tara152_bact_mixed,1.921891059,tara152,0,0,37,2.161215,0.057095669,9.211309134,2.607537853,9.211309134
NAT-163,86.86,2.57,25,28.65,82,"106,253","26,336","20,792",1.71,96.48,NCBI Assembly,PACV00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_F,,Hug et al. phylogenetic marker set,NAT,1572,0,0,0,tara141_bact_surface,1.968685241,tara141,0,0,21,1.3358779,0.081626939,16.75330736,6.780163474,16.75330736
NAT-165,97.85,4.84,58.33,43.28,46,"312,199","103,452","54,560",2.51,94.55,NCBI Assembly,PACT00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,NAT,2131,0,7,0,tara152_prot_dcm,2.565150741,tara152,1,0.0469263,35,1.6424214,0.285019358,0.708077373,1.000601552,0.708077373
NAT-166,98.28,7.03,0,30.39,41,"248,550","100,555","55,500",2.28,95.84,NCBI Assembly,PACS00000000,TARA_ANW_MAG_00023,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,,,Hug et al. phylogenetic marker set,NAT,2059,0,11,0,tara142_bact_dcm,2.31990232,tara142,0,0,23,1.1170471,7.073093634,0.194365269,6.816071994,0.194365269
NAT-167,98.39,8.58,82.61,67.53,67,"550,937","154,349","87,449",5.86,88.43,NCBI Assembly,PACR00000000,TARA_PSE_MAG_00024,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia,,Hug et al. phylogenetic marker set,NAT,5576,44,3,0.7890961,tara149_prot_meso,5.955889826,tara149,9,0.161406,123,2.2058824,2.290546253,0.095570686,1.085350139,0.095570686
NAT-169,96.95,5.74,68,66.49,73,"262,659","113,649","73,352",5.35,91.06,NCBI Assembly,PACQ00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,,Hug et al. phylogenetic marker set,NAT,4906,31,4,0.6318793,tara149_prot_meso,5.518308406,tara149,10,0.203832,159,3.2409295,1.838784989,0.03845158,0.350551026,0.03845158
NAT-17,96.55,8.62,10.53,66.83,68,"249,775","98,026","52,325",3.56,91.57,NCBI Assembly,PACP00000000,TARA_PSW_MAG_00029,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,Hug et al. phylogenetic marker set,NAT,3491,17,2,0.4869665,tara148_prot_surface,3.6872087,tara148,5,0.1432254,91,2.606703,0.657862242,0.462811135,1.50954081,0.462811135
NAT-170,99.57,5,93.33,62.41,14,"929,922","451,133","275,493",3.86,90.14,NCBI Assembly,PACO00000000,TARA_ANW_MAG_00001,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Parvibaculum,,Hug et al. phylogenetic marker set,NAT,3677,7,19,0.1903726,tara148_prot_surface,3.87666968,tara148,10,0.2719608,109,2.9643731,0.363869744,1.363600273,2.460022746,1.363600273
NAT-171,71.51,1.28,0,42.23,41,"108,712","55,739","36,536",1.5,95.39,NCBI Assembly,PACN00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,,,,,CheckM,NAT,1460,0,11,0,tara152_bact_mixed,2.097608726,tara152,0,0,35,2.3972603,0.405401314,3.258162603,6.548834342,3.258162603
NAT-172,86.77,3.08,75,36.02,56,"90,596","30,679","21,832",1.22,95.83,NCBI Assembly,PACM00000000,n.a.,n.a.,Bacteria,Chloroflexi,Dehalococcoidia,novel_family2,,,,Alternative phylogenetic marker set,NAT,1191,0,27,0,tara146_bact_meso,1.406015904,tara146,0,0,15,1.2594458,0.172922606,2.798712548,2.399474644,2.798712548
NAT-173,96.77,1.75,50,67.04,100,"356,497","80,610","56,210",5.62,86.39,NCBI Assembly,PACL00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Fulvimarina,,Hug et al. phylogenetic marker set,NAT,5077,16,15,0.3151467,tara149_prot_meso,5.807584995,tara149,5,0.0984834,115,2.2651172,1.090470913,0.094436129,0.510573609,0.094436129
NAT-175,95.47,8.46,21.05,29.9,66,"79,778","38,997","27,613",1.82,95.84,NCBI Assembly,PAHL00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,,Hug et al. phylogenetic marker set,NAT,1708,0,7,0,tara150_bact_dcm,1.906358018,tara150,0,0,26,1.5222482,0.193649671,8.608719147,8.265352901,8.608719147
NAT-178,91.96,1.79,0,45.25,81,"104,550","47,544","34,800",2.82,92.19,NCBI Assembly,PAHM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,,,Hug et al. phylogenetic marker set,NAT,2734,2,2,0.0731529,tara142_bact_surface,3.066550674,tara142,2,0.0731529,40,1.4630578,0.057186132,5.407753084,1.533252474,5.407753084
NAT-179,97.04,0.54,0,29.11,16,"567,118","358,698","105,737",1.69,96.31,NCBI Assembly,PAHN00000000,TARA_ANW_MAG_00029,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,,,Hug et al. phylogenetic marker set,NAT,1511,0,17,0,tara142_bact_dcm,1.741549876,tara142,0,0,20,1.3236267,49.47405035,0.019961865,4.89648794,0.019961865
NAT-18,90.81,1.14,50,57.74,53,"129,071","47,270","37,270",1.98,94.94,NCBI Assembly,PAHO00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,,,,Hug et al. phylogenetic marker set,NAT,1733,0,1,0,tara148_prot_surface,2.180376611,tara148,0,0,23,1.3271783,0.663470161,0.352346872,1.159038638,0.352346872
NAT-181,87.01,2.04,71.43,38.82,114,"78,934","33,078","26,102",2.98,94.26,NCBI Assembly,PAHQ00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,,,Hug et al. phylogenetic marker set,NAT,2341,0,8,0,tara151_prot_dcm,3.42489369,tara151,1,0.0427168,36,1.5378044,1.84354845,0.485315405,4.435930476,0.485315405
NAT-182,78.31,0,0,27.99,54,"87,059","30,018","24,726",1.34,96.96,NCBI Assembly,PAHR00000000,TARA_ANE_MAG_00020,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,,,Hug et al. phylogenetic marker set,NAT,1405,0,3,0,tara004_bact_dcm,1.711148002,tara004,0,0,21,1.4946619,0.064620386,5.010667706,1.605355604,5.010667706
NAT-185,92.23,4.19,7.14,37.69,79,"200,271","40,694","28,356",2.24,91.71,NCBI Assembly,PAHT00000000,TARA_ANE_MAG_00066,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,novel_genusE5,,Hug et al. phylogenetic marker set,NAT,2152,0,3,0,tara004_bact_surface,2.428710832,tara004,2,0.0929368,32,1.4869888,0.621718361,1.055268932,3.252841813,1.055268932
NAT-187,90.32,2.69,33.33,30.25,62,"147,084","56,737","39,516",2.45,95.17,NCBI Assembly,PAHV00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,NAT,2145,0,2,0,tara004_bact_surface,2.712577502,tara004,0,0,33,1.5384615,0.107478882,4.19225395,2.233967347,4.19225395
NAT-188,95.3,3.85,20,55.01,39,"337,772","113,926","65,130",2.54,94.53,NCBI Assembly,PAHW00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,,Hug et al. phylogenetic marker set,NAT,2478,0,2,0,tara152_bact_meso,2.665267576,tara152,0,0,42,1.6949153,0.341739669,1.12877539,1.912533384,1.12877539
NAT-19,95.16,1.08,0,66.94,64,"226,362","77,499","60,207",3.85,94.78,NCBI Assembly,PAHY00000000,n.a.,n.a.,Bacteria,Planctomycetes,OM190,,,,,Hug et al. phylogenetic marker set,NAT,3185,5,8,0.1569859,tara148_prot_surface,4.04581757,tara148,0,0,94,2.9513344,0.675553635,0.222442725,0.745047805,0.222442725
NAT-190,83.69,1.98,100,30.56,28,"138,778","76,479","45,641",1.28,95.12,NCBI Assembly,PAHZ00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_C,,,,Hug et al. phylogenetic marker set,NAT,1277,0,2,0,tara146_bact_surface,1.529453937,tara146,2,0.1566171,24,1.8794049,0.371890981,3.375746958,6.224315944,3.375746958
NAT-197,87.93,8.46,0,32.98,58,"147,994","51,100","34,248",1.99,92.84,NCBI Assembly,PAIE00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,,,,CheckM,NAT,1731,0,2,0,tara152_bact_surface,2.26316388,tara152,3,0.1733102,23,1.3287117,0.075086898,4.869502448,1.812820692,4.869502448
NAT-198,86.81,9.89,66.67,29.12,65,"153,954","31,643","25,611",1.66,97.08,NCBI Assembly,PAIF00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,NAT,1450,0,2,0,tara146_bact_surface,1.912222094,tara146,1,0.0689655,20,1.3793103,0.093155797,10.47258171,4.836929323,10.47258171
NAT-2,96.17,6.45,85.71,55.43,67,"386,464","116,595","55,365",3.71,91.82,NCBI Assembly,PAIH00000000,n.a.,n.a.,Bacteria,Planctomycetes,Pla3,,,,,Hug et al. phylogenetic marker set,NAT,2881,0,10,0,tara149_prot_meso,3.857751898,tara149,0,0,49,1.7007983,1.030668114,0.206076452,1.05306046,0.206076452
NAT-20,98.26,6.56,0,63.81,50,"367,220","147,220","97,683",4.88,90.53,NCBI Assembly,PAII00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,,Hug et al. phylogenetic marker set,NAT,4657,4,2,0.0858922,tara148_prot_surface,4.966415632,tara148,5,0.1073653,98,2.104359,3.121734404,0.059361158,0.918764942,0.059361158
NAT-200,85.95,5.88,75,29.91,53,"73,927","25,241","21,144",1.12,96.61,NCBI Assembly,PAIJ00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_F,,Hug et al. phylogenetic marker set,NAT,1075,0,12,0,tara152_bact_surface,1.303083188,tara152,0,0,22,2.0465116,0.845826065,10.77886896,45.20228139,10.77886896
NAT-203,88.46,8.79,55.56,32.46,76,"133,314","34,981","26,169",1.99,96.46,NCBI Assembly,PAAF00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,NAT,1765,0,4,0,tara146_bact_surface,2.249604341,tara146,1,0.0566572,30,1.6997167,0.070019038,27.70375521,9.617470855,27.70375521
NAT-205,94.71,6.45,78.57,32.94,47,"164,035","52,473","37,201",1.75,95.98,NCBI Assembly,PAIM00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,,,Hug et al. phylogenetic marker set,NAT,1546,0,14,0,tara145_bact_surface,1.84774575,tara145,0,0,19,1.228978,0.115549072,4.528020714,2.594065662,4.528020714
