gene_callers_id,contig,start,stop,direction,partial,call_type,accession,gene_function,e_value,category,element,cassette_begin,cassette_end,type_molecule,from_integron_type
2267726,k127_11676159,549,846,f,0,1,COG1359,Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473),1.2e-07,Energy production and conversion,k127_11676159_1,550,846,protein,CALIN
2267727,k127_11676159,911,1373,f,0,1,,,,,k127_11676159_2,912,1373,protein,CALIN
2267728,k127_11676159,1388,1778,f,0,1,,,,,k127_11676159_3,1389,1778,protein,CALIN
2267729,k127_11676159,1863,2100,f,1,1,,,,,k127_11676159_4,1864,2100,protein,CALIN
2270373,k127_3310946,856,2137,f,0,1,,,,,k127_3310946_2,857,2137,protein,CALIN
2270374,k127_3310946,2270,2963,f,0,1,,,,,k127_3310946_3,2271,2963,protein,CALIN
2270375,k127_3310946,3029,3215,f,0,1,,,,,k127_3310946_4,3030,3215,protein,CALIN
2281384,k127_11110487,1317,1743,f,0,1,,,,,k127_11110487_3,1318,1743,protein,CALIN
2302040,k127_1093641,1,133,r,1,1,,,,,k127_1093641_1,2,133,protein,CALIN
2302041,k127_1093641,89,227,r,0,1,,,,,k127_1093641_1,2,133,protein,CALIN
2302042,k127_1093641,181,1111,r,0,1,COG1397,ADP-ribosylglycohydrolase (DraG) (PDB:1T5J),5.3e-126,"Posttranslational modification, protein turnover, chaperones",k127_1093641_3,182,1111,protein,CALIN
2302043,k127_1093641,1236,1899,r,0,1,COG2074,2-phosphoglycerate kinase/Mevalonate-3-phosphate 5-kinase (Pgk2),1.5e-50,Carbohydrate transport and metabolism!!!Lipid transport and metabolism,k127_1093641_4,1237,1899,protein,CALIN
2302044,k127_1093641,2027,2639,r,0,1,COG2227,"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase (UbiG) (PDB:1BHJ)",2.9999999999999995e-45,Coenzyme transport and metabolism,k127_1093641_5,2028,2639,protein,CALIN
2302045,k127_1093641,2776,2878,r,1,1,,,,,k127_1093641_6,2777,2878,protein,CALIN
2304682,k127_9448182,14119,15103,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),3.599999999999999e-72,"Replication, recombination and repair",k127_9448182_13,14120,15103,protein,complete
2304683,k127_9448182,15414,15639,f,0,1,COG2442,"Predicted antitoxin component of a toxin-antitoxin system, DUF433 family (PDB:2GA1)",1.6e-15,Defense mechanisms,k127_9448182_14,15415,15639,protein,complete
2304684,k127_9448182,15670,15943,f,0,1,,,,,k127_9448182_15,15671,15943,protein,complete
2304685,k127_9448182,16408,16627,f,0,1,,,,,k127_9448182_16,16409,16627,protein,complete
2304686,k127_9448182,16818,17559,f,0,1,,,,,k127_9448182_17,16819,17559,protein,complete
2307688,k127_3886890,219,972,r,0,1,COG0117!!!COG1985,"Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain (RibD1) (PDB:2O7P)!!!Pyrimidine reductase, riboflavin biosynthesis (RibD) (PDB:2O7P)",1.8e-15,Coenzyme transport and metabolism!!!Coenzyme transport and metabolism,k127_3886890_1,220,972,protein,complete
2307689,k127_3886890,1284,2250,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.0999999999999999e-86,"Replication, recombination and repair",k127_3886890_2,1285,2250,protein,complete
2307693,k127_3886890,8529,10356,r,1,1,COG0529!!!COG2895,"Adenylylsulfate kinase or related kinase (CysC) (PDB:2GKS)!!!Sulfate adenylyltransferase subunit 1, EFTu-like GTPase family (CysN) (PDB:1ZUN)",3.6999999999999985e-256,Inorganic ion transport and metabolism!!!Inorganic ion transport and metabolism,k127_3886890_6,8530,10356,protein,complete
2318916,k127_1098390,895,1294,f,0,1,,,,,k127_1098390_2,896,1294,protein,CALIN
2318917,k127_1098390,1402,1894,f,0,1,,,,,k127_1098390_3,1403,1894,protein,CALIN
2318918,k127_1098390,1890,2067,r,1,1,,,,,k127_1098390_4,1891,2067,protein,CALIN
2319859,k127_4985823,680,1670,f,0,1,,,,,k127_4985823_3,681,1670,protein,CALIN
2319860,k127_4985823,1676,2144,f,0,1,,,,,k127_4985823_4,1677,2144,protein,CALIN
2319861,k127_4985823,2227,2587,f,0,1,,,,,k127_4985823_5,2228,2587,protein,CALIN
2319862,k127_4985823,2603,3023,f,0,1,,,,,k127_4985823_6,2604,3023,protein,CALIN
2319863,k127_4985823,3099,3966,f,0,1,,,,,k127_4985823_7,3100,3966,protein,CALIN
2319864,k127_4985823,4022,4391,f,0,1,,,,,k127_4985823_8,4023,4391,protein,CALIN
2319865,k127_4985823,4496,4742,f,0,1,,,,,k127_4985823_9,4497,4742,protein,CALIN
2335964,k127_8886070,1,181,f,1,1,COG0753,Catalase (KatE) (PDB:6RJR),9.8e-13,Inorganic ion transport and metabolism,k127_8886070_1,2,181,protein,CALIN
2335965,k127_8886070,397,1231,r,0,1,,,,,k127_8886070_2,398,1231,protein,CALIN
2335966,k127_8886070,1340,1688,r,0,1,,,,,k127_8886070_3,1341,1688,protein,CALIN
2335967,k127_8886070,2204,2591,r,0,1,,,,,k127_8886070_4,2205,2591,protein,CALIN
2335968,k127_8886070,2698,3169,r,0,1,COG1246,"N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)",1.9e-15,Amino acid transport and metabolism,k127_8886070_5,2699,3169,protein,CALIN
2344492,k127_8336641,2,377,r,1,1,,,,,k127_8336641_1,3,377,protein,CALIN
2344493,k127_8336641,435,819,f,0,1,,,,,k127_8336641_2,436,819,protein,CALIN
2344494,k127_8336641,929,1532,f,0,1,COG2207,AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0),7.2e-23,Transcription,k127_8336641_3,930,1532,protein,CALIN
2344495,k127_8336641,1746,1977,f,0,1,,,,,k127_8336641_4,1747,1977,protein,CALIN
2344496,k127_8336641,1925,2078,f,0,1,,,,,k127_8336641_5,1926,2078,protein,CALIN
2344497,k127_8336641,2097,2712,f,0,1,,,,,k127_8336641_6,2098,2712,protein,CALIN
2344498,k127_8336641,2838,3738,f,0,1,COG2267,"Lysophospholipase, alpha-beta hydrolase superfamily (PldB) (PDB:5O7G)",5.6e-40,Lipid transport and metabolism,k127_8336641_7,2839,3738,protein,CALIN
2344499,k127_8336641,3700,3844,f,0,1,,,,,k127_8336641_8,3701,3844,protein,CALIN
2344500,k127_8336641,3859,4153,f,0,1,,,,,k127_8336641_9,3860,4153,protein,CALIN
2347320,k127_12798005,2,281,r,1,1,,,,,k127_12798005_1,3,281,protein,CALIN
2347329,k127_12798005,5113,5686,f,0,1,,,,,k127_12798005_10,5114,5686,protein,CALIN
2347330,k127_12798005,5790,6150,f,0,1,,,,,k127_12798005_11,5791,6150,protein,CALIN
2347331,k127_12798005,6259,6472,f,0,1,,,,,k127_12798005_12,6260,6472,protein,CALIN
2347332,k127_12798005,6633,6858,f,0,1,,,,,k127_12798005_13,6634,6858,protein,CALIN
2347333,k127_12798005,6854,7148,f,0,1,,,,,k127_12798005_14,6855,7148,protein,CALIN
2347334,k127_12798005,7226,7760,f,0,1,,,,,k127_12798005_15,7227,7760,protein,CALIN
2347335,k127_12798005,7863,8169,f,0,1,,,,,k127_12798005_16,7864,8169,protein,CALIN
2347336,k127_12798005,8573,8843,f,0,1,,,,,k127_12798005_17,8574,8843,protein,CALIN
2348120,k127_6660571,1,1045,f,1,1,COG1807,"PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA (ArnT) (PDB:5EZM) (PUBMED:16226890;31233657;32706435)",4.4e-52,Cell wall/membrane/envelope biogenesis,k127_6660571_1,2,1045,protein,CALIN
2348121,k127_6660571,1249,1753,f,0,1,,,,,k127_6660571_2,1250,1753,protein,CALIN
2348122,k127_6660571,1923,2484,f,0,1,COG1335,Nicotinamidase-related amidase (PncA) (PDB:1ILW),7.799999999999999e-32,Coenzyme transport and metabolism!!!General function prediction only,k127_6660571_3,1924,2484,protein,CALIN
2348123,k127_6660571,2633,3248,f,0,1,,,,,k127_6660571_4,2634,3248,protein,CALIN
2348124,k127_6660571,3336,3747,r,1,1,,,,,k127_6660571_5,3337,3747,protein,CALIN
2349697,k127_3332006,1225,1759,f,0,1,,,,,k127_3332006_2,1226,1759,protein,CALIN
2349698,k127_3332006,2017,2302,r,1,1,COG0760,"Peptidyl-prolyl isomerase, parvulin family (SurA) (PDB:2ZR5)",2.8999999999999993e-43,"Posttranslational modification, protein turnover, chaperones",k127_3332006_3,2018,2302,protein,CALIN
2369300,k127_8892657,98472,99474,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),1.7999999999999994e-119,"Replication, recombination and repair",k127_8892657_94,98473,99474,protein,complete
2369301,k127_8892657,99613,100378,f,0,1,,,,,k127_8892657_95,99614,100378,protein,complete
2369302,k127_8892657,100780,101575,f,0,1,,,,,k127_8892657_96,100781,101575,protein,complete
2373686,k127_4457240,2660,3704,r,0,1,COG3547,Transposase,6.099999999999998e-147,"Mobilome: prophages, transposons",k127_4457240_3,2661,3704,protein,CALIN
2373687,k127_4457240,3894,4461,f,0,1,,,,,k127_4457240_4,3895,4461,protein,CALIN
2373688,k127_4457240,4567,4936,f,0,1,,,,,k127_4457240_5,4568,4936,protein,CALIN
2373689,k127_4457240,5077,5314,f,1,1,,,,,k127_4457240_6,5078,5314,protein,CALIN
2380112,k127_12804743,786,1200,r,0,1,,,,,k127_12804743_1,787,1200,protein,complete
2380113,k127_12804743,1995,2925,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),6.599999999999999e-100,"Replication, recombination and repair",k127_12804743_2,1996,2925,protein,complete
2380114,k127_12804743,2951,3533,r,1,1,COG2236,Hypoxanthine phosphoribosyltransferase (Hpt1) (PDB:2JKZ),7.7e-91,Coenzyme transport and metabolism,k127_12804743_3,2952,3533,protein,complete
2380438,k127_1671438,259,1207,r,0,1,,,,,k127_1671438_1,260,1207,protein,CALIN
2380439,k127_1671438,1367,1526,r,0,1,,,,,k127_1671438_2,1368,1526,protein,CALIN
2380441,k127_1671438,1989,2193,r,1,1,COG3293,Transposase,8.3e-08,"Mobilome: prophages, transposons",k127_1671438_4,1990,2193,protein,CALIN
2383706,k127_11701261,2,83,r,1,1,,,,,k127_11701261_1,3,83,protein,CALIN
2383707,k127_11701261,141,750,f,0,1,,,,,k127_11701261_2,142,750,protein,CALIN
2383708,k127_11701261,740,1136,r,0,1,,,,,k127_11701261_3,741,1136,protein,CALIN
2383709,k127_11701261,1233,1608,f,0,1,,,,,k127_11701261_4,1234,1608,protein,CALIN
2383710,k127_11701261,1716,1995,r,0,1,,,,,k127_11701261_5,1717,1995,protein,CALIN
2383711,k127_11701261,2115,2676,f,0,1,COG1876,"LD-carboxypeptidase LdcB, LAS superfamily (LdcB) (PDB:4D0Y) (PUBMED:24909784)",5.4e-41,Cell wall/membrane/envelope biogenesis,k127_11701261_6,2116,2676,protein,CALIN
2383712,k127_11701261,2750,3071,f,0,1,,,,,k127_11701261_7,2751,3071,protein,CALIN
2383713,k127_11701261,3165,3540,f,0,1,,,,,k127_11701261_8,3166,3540,protein,CALIN
2383714,k127_11701261,3611,4076,f,0,1,,,,,k127_11701261_9,3612,4076,protein,CALIN
2384368,k127_11701403,1535,1973,f,0,1,,,,,k127_11701403_3,1536,1973,protein,CALIN
2384369,k127_11701403,2049,2322,f,0,1,,,,,k127_11701403_4,2050,2322,protein,CALIN
2384370,k127_11701403,2398,2806,f,0,1,,,,,k127_11701403_5,2399,2806,protein,CALIN
2384371,k127_11701403,2881,4243,f,0,1,,,,,k127_11701403_6,2882,4243,protein,CALIN
2391506,k127_12807096,292,655,f,0,1,,,,,k127_12807096_1,293,655,protein,CALIN
2391510,k127_12807096,1842,2136,f,1,1,,,,,k127_12807096_5,1843,2136,protein,CALIN
2402435,k127_10029381,2,104,r,1,1,,,,,k127_10029381_1,3,104,protein,complete
2402436,k127_10029381,195,534,r,0,1,,,,,k127_10029381_2,196,534,protein,complete
2402437,k127_10029381,654,1110,r,0,1,,,,,k127_10029381_3,655,1110,protein,complete
2402438,k127_10029381,1473,2469,f,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),4.999999999999999e-90,"Replication, recombination and repair",k127_10029381_4,1474,2469,protein,complete
2422467,k127_7798526,3352,3859,f,0,1,COG4899,"Uncharacterized conserved protein, DUF2199 domain",1.3e-41,Function unknown,k127_7798526_7,3353,3859,protein,CALIN
2422468,k127_7798526,3951,4380,f,0,1,,,,,k127_7798526_8,3952,4380,protein,CALIN
2422469,k127_7798526,4470,4884,f,0,1,,,,,k127_7798526_9,4471,4884,protein,CALIN
2424395,k127_11145060,1274,1658,f,0,1,,,,,k127_11145060_4,1275,1658,protein,CALIN
2424396,k127_11145060,1759,2140,f,0,1,,,,,k127_11145060_5,1760,2140,protein,CALIN
2424397,k127_11145060,2261,2594,f,0,1,,,,,k127_11145060_6,2262,2594,protein,CALIN
2436994,k127_6687572,527,1727,r,0,1,COG1252,"NADH dehydrogenase, FAD-containing subunit (Ndh) (PDB:5NA4)",4.4e-40,Energy production and conversion,k127_6687572_3,528,1727,protein,CALIN
2436995,k127_6687572,1835,2495,r,0,1,COG0450,Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin) (AhpC) (PDB:2RII),2.999999999999999e-107,Defense mechanisms,k127_6687572_4,1836,2495,protein,CALIN
2436996,k127_6687572,2649,3303,r,0,1,COG2226,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),3.4e-26,Coenzyme transport and metabolism,k127_6687572_5,2650,3303,protein,CALIN
2437605,k127_7242084,2,482,f,1,1,,,,,k127_7242084_1,3,482,protein,CALIN
2437606,k127_7242084,597,951,f,0,1,,,,,k127_7242084_2,598,951,protein,CALIN
2437607,k127_7242084,1069,1411,f,0,1,,,,,k127_7242084_3,1070,1411,protein,CALIN
